0.874616 1.000000 0.000000
0.881024 1.000000 1.000000
1.058289 1.000000 2.000000
1.081653 1.000000 3.000000
1.119133 1.000000 4.000000
1.165662 1.000000 5.000000
1.198486 1.000000 6.000000
1.219240 1.000000 7.000000
1.237295 1.000000 8.000000
1.249372 1.000000 9.000000
1.266353 1.000000 10.000000
1.273736 1.000000 11.000000
1.304741 1.000000 12.000000
1.307279 1.000000 13.000000
1.377546 1.000000 14.000000
1.385354 1.000000 15.000000
1.402424 1.000000 16.000000
1.413794 1.000000 17.000000
1.452141 1.000000 18.000000
1.483761 1.000000 19.000000
1.488101 1.000000 20.000000
1.488731 1.000000 21.000000
1.511391 1.000000 22.000000
1.518573 1.000000 23.000000
1.521150 1.000000 24.000000
1.523325 1.000000 25.000000
1.571462 1.000000 26.000000
1.634798 1.000000 27.000000
1.669426 1.000000 28.000000
1.671964 1.000000 29.000000
1.717262 1.000000 30.000000
1.734153 1.000000 31.000000
1.734994 1.000000 32.000000
1.747277 1.000000 33.000000
1.754472 1.000000 34.000000
1.777002 1.000000 35.000000
1.784349 1.000000 36.000000
1.787879 1.000000 37.000000
1.866033 1.000000 38.000000
1.871648 1.000000 39.000000
1.871867 1.000000 40.000000
1.877534 1.000000 41.000000
1.902366 1.000000 42.000000
1.906987 1.000000 43.000000
1.951340 1.000000 44.000000
1.967027 1.000000 45.000000
1.968899 1.000000 46.000000
1.992835 1.000000 47.000000
2.017162 1.000000 48.000000
2.057006 1.000000 49.000000
2.134041 1.000000 50.000000
2.141607 1.000000 51.000000
2.171937 1.000000 52.000000
2.197835 1.000000 53.000000
2.211705 1.000000 54.000000
2.268944 1.000000 55.000000
2.279783 1.000000 56.000000
2.317266 1.000000 57.000000
2.327595 1.000000 58.000000
2.334568 1.000000 59.000000
2.379089 1.000000 60.000000
2.396311 1.000000 61.000000
2.403434 1.000000 62.000000
2.420650 1.000000 63.000000
2.479179 1.000000 64.000000
2.491363 1.000000 65.000000
2.499366 1.000000 66.000000
2.512331 1.000000 67.000000
2.513445 1.000000 68.000000
2.523864 1.000000 69.000000
2.525848 1.000000 70.000000
2.564605 1.000000 71.000000
2.603106 1.000000 72.000000
2.607285 1.000000 73.000000
2.625295 1.000000 74.000000
2.660445 1.000000 75.000000
2.661915 1.000000 76.000000
2.682544 1.000000 77.000000
2.688142 1.000000 78.000000
2.694396 1.000000 79.000000
2.696819 1.000000 80.000000
2.706041 1.000000 81.000000
2.711635 1.000000 82.000000
2.732201 1.000000 83.000000
2.757779 1.000000 84.000000
2.759926 1.000000 85.000000
2.776497 1.000000 86.000000
2.777196 2.000000 86.000000
2.781242 2.000000 87.000000
2.785930 2.000000 88.000000
2.807281 2.000000 89.000000
2.807792 2.000000 90.000000
2.815669 2.000000 91.000000
2.821069 2.000000 92.000000
2.829906 2.000000 93.000000
2.844104 2.000000 94.000000
2.845106 2.000000 95.000000
2.850586 2.000000 96.000000
2.908311 2.000000 97.000000
2.913071 2.000000 98.000000
2.924105 2.000000 99.000000
2.930421 3.000000 99.000000
2.931220 3.000000 100.000000
2.938009 3.000000 101.000000
2.938642 3.000000 102.000000
2.941760 3.000000 103.000000
2.969111 3.000000 104.000000
2.969593 3.000000 105.000000
2.972032 3.000000 106.000000
2.972050 3.000000 107.000000
2.983648 3.000000 108.000000
2.996754 3.000000 109.000000
2.997214 3.000000 110.000000
2.999597 3.000000 111.000000
3.017526 3.000000 112.000000
3.019376 3.000000 113.000000
3.021240 3.000000 114.000000
3.021768 3.000000 115.000000
3.024013 3.000000 116.000000
3.037768 3.000000 117.000000
3.063613 3.000000 118.000000
3.087634 3.000000 119.000000
3.111147 3.000000 120.000000
3.120392 3.000000 121.000000
3.121387 3.000000 122.000000
3.125466 3.000000 123.000000
3.129376 3.000000 124.000000
3.130510 3.000000 125.000000
3.144270 3.000000 126.000000
3.152686 3.000000 127.000000
3.156214 3.000000 128.000000
3.156418 3.000000 129.000000
3.160231 3.000000 130.000000
3.186497 3.000000 131.000000
3.187964 3.000000 132.000000
3.197574 3.000000 133.000000
3.198987 3.000000 134.000000
3.205235 3.000000 135.000000
3.206203 3.000000 136.000000
3.208126 3.000000 137.000000
3.211995 3.000000 138.000000
3.225133 3.000000 139.000000
3.243700 3.000000 140.000000
3.257613 3.000000 141.000000
3.278134 3.000000 142.000000
3.292846 3.000000 143.000000
3.302665 3.000000 144.000000
3.304896 3.000000 145.000000
3.308724 3.000000 146.000000
3.337600 3.000000 147.000000
3.354958 3.000000 148.000000
3.355177 3.000000 149.000000
3.358907 3.000000 150.000000
3.369416 3.000000 151.000000
3.378499 3.000000 152.000000
3.380451 3.000000 153.000000
3.391220 3.000000 154.000000
3.394798 3.000000 155.000000
3.394999 3.000000 156.000000
3.396095 3.000000 157.000000
3.405513 3.000000 158.000000
3.410168 3.000000 159.000000
3.413322 3.000000 160.000000
3.414559 3.000000 161.000000
3.426781 3.000000 162.000000
3.453073 3.000000 163.000000
3.470612 3.000000 164.000000
3.475367 3.000000 165.000000
3.478668 3.000000 166.000000
3.482389 3.000000 167.000000
3.489959 3.000000 168.000000
3.490035 3.000000 169.000000
3.493631 3.000000 170.000000
3.500011 3.000000 171.000000
3.503943 3.000000 172.000000
3.505882 3.000000 173.000000
3.508531 3.000000 174.000000
3.517293 3.000000 175.000000
3.535189 3.000000 176.000000
3.541746 3.000000 177.000000
3.544797 3.000000 178.000000
3.555086 3.000000 179.000000
3.556959 3.000000 180.000000
3.574835 3.000000 181.000000
3.583713 3.000000 182.000000
3.585146 3.000000 183.000000
3.595983 3.000000 184.000000
3.598932 3.000000 185.000000
3.603186 3.000000 186.000000
3.603702 3.000000 187.000000
3.612505 3.000000 188.000000
3.630438 3.000000 189.000000
3.632468 3.000000 190.000000
3.634174 3.000000 191.000000
3.634812 3.000000 192.000000
3.635276 3.000000 193.000000
3.663457 3.000000 194.000000
3.673027 3.000000 195.000000
3.676215 3.000000 196.000000
3.676560 3.000000 197.000000
3.676897 3.000000 198.000000
3.680761 3.000000 199.000000
3.681343 2.000000 199.000000
3.685720 2.000000 200.000000
3.695006 2.000000 201.000000
3.702122 2.000000 202.000000
3.707089 2.000000 203.000000
3.712993 2.000000 204.000000
3.713749 2.000000 205.000000
3.714585 2.000000 206.000000
3.723749 2.000000 207.000000
3.724118 2.000000 208.000000
3.741366 2.000000 209.000000
3.761769 2.000000 210.000000
3.781512 2.000000 211.000000
3.788236 1.000000 211.000000
3.863208 1.000000 212.000000
3.864252 1.000000 213.000000
3.867959 1.000000 214.000000
3.949960 1.000000 215.000000
3.983869 1.000000 216.000000
4.005401 1.000000 217.000000
4.045100 1.000000 218.000000
4.049228 1.000000 219.000000
4.070028 1.000000 220.000000
4.071234 1.000000 221.000000
4.081806 1.000000 222.000000
4.084328 1.000000 223.000000
4.087624 1.000000 224.000000
4.089565 1.000000 225.000000
4.104737 1.000000 226.000000
4.116543 1.000000 227.000000
4.120936 1.000000 228.000000
4.145403 1.000000 229.000000
4.159326 1.000000 230.000000
4.169332 1.000000 231.000000
4.250675 1.000000 232.000000
4.260866 1.000000 233.000000
4.277183 1.000000 234.000000
4.281363 1.000000 235.000000
4.303910 1.000000 236.000000
4.306122 1.000000 237.000000
4.316834 1.000000 238.000000
4.349896 1.000000 239.000000
4.354551 1.000000 240.000000
4.364140 1.000000 241.000000
4.421180 2.000000 241.000000
4.429731 2.000000 242.000000
4.433548 2.000000 243.000000
4.434385 2.000000 244.000000
4.511496 2.000000 245.000000
4.511727 2.000000 246.000000
4.521359 2.000000 247.000000
4.521621 2.000000 248.000000
4.526581 2.000000 249.000000
4.528433 2.000000 250.000000
4.533895 2.000000 251.000000
4.538482 2.000000 252.000000
4.550841 2.000000 253.000000
4.556098 2.000000 254.000000
4.558935 2.000000 255.000000
4.560441 2.000000 256.000000
4.563212 2.000000 257.000000
4.566757 2.000000 258.000000
4.568193 3.000000 258.000000
4.575654 3.000000 259.000000
4.578288 3.000000 260.000000
